"Region (English) / Région (anglais)","Region (French) / Région (français)","Scenario (English) / Scénario (anglais)","Scenario (French) / Scénario (français)","Economic Sector (English) / Secteur économique (anglais)","Economic Sector (French) / Secteur économique (français)","Subsector Level 1 (English) / Sous-secteur niveau 1 (anglais)","Subsector Level 1 (French) / Sous-secteur niveau 1 (français)","Subsector Level 2 (English) / Sous-secteur niveau 2 (anglais)","Subsector Level 2 (French) / Sous-secteur niveau 2 (français)","Subsector Level 3 (English) / Sous-secteur niveau 3 (anglais)","Subsector Level 3 (French) / Sous-secteur niveau 3 (français)","Units (English) / Unité (anglais)","Units (French) / Unité (français)","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035"
"Quebec","Québec","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Total","Total","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","76.8","72.7","71.7","69.8","68.3","66.2","65","63.7","61.6","60.3","62.2","61.3","59.8","58.4","57.2"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Natural Gas Distribution","Distribution du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Petroleum Products","Raffinage du pétrole","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","5.2","5.2","5","4.9","4.8","4.7","4.6","4.4","4.3","4.2","4.3","4.3","4.3","4.3","4.3"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Frontier Oil Production","Production de pétrole des régions pionnières","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Heavy Oil Production","Production de pétrole lourd","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Light Oil Production","Production de pétrole léger","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Liquid Natural Gas Production","Production de gaz naturel liquéfié","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Natural Gas Production and Processing","Production et traitement du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.1","0.1","0.1","0.1","0.1","0","0","0","0","0","0","0","0","0","0"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Oil and Natural Gas Transmission","Transport du pétrole et du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","0.9","0.8","0.8","0.7","0.7","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Electricity","Électricité","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.3","12","12.8","12","12.1","15.7","13.1","9.6","9.1","8.5","5.6","4.1","2.5","1.5","0"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Transportation","Transports","Freight Transport","Transport de marchandises","Domestic Aviation and Marine","Transport aérien et transport maritime intérieurs","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.7","0.7","0.7"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Transportation","Transports","Freight Transport","Transport de marchandises","Heavy Duty Trucks, Rail","Camions lourds, trains","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","17.4","17.6","17.4","17.3","17.3","17.1","17","16.7","16.4","16.1","15.8","15.6","15.4","15.2","15"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Transportation","Transports","Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.5","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.5","3.5","3.5","3.5","3.6"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Transportation","Transports","Passenger Transport","Transport de passagers","Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","2.1","2.2","2.3","2.4","2.4","2.4","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Transportation","Transports","Passenger Transport","Transport de passagers","Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","30","30.5","30.9","31.5","31.9","31.2","30.6","29.5","28.3","26.8","25.3","24","22.5","21","19.7"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Heavy Industry","Industrie lourde","Cement","Ciment","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4.4","4.5","4.5","4.6","4.5","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.7","4.7"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Heavy Industry","Industrie lourde","Chemicals and Fertilizers","Produits chimiques et engrais","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4.9","4.9","4.9","4.9","4.9","4.9","4.9","4.9","4.8","4.8","4.8","4.8","4.8","4.9","4.9"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Heavy Industry","Industrie lourde","Iron and Steel","Sidérurgie","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11.6","13","14.1","15.3","14.9","13.9","12.6","11.1","9.9","8.4","8.2","8.1","8","8.1","8.2"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Heavy Industry","Industrie lourde","Lime and Gypsum","Chaux et gypse","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1","1","1","1","1"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Heavy Industry","Industrie lourde","Mining","Exploitation minière","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.3","1.2","1.2","1.2","1.1","1.1","1","1","0.9","0.9","0.9","0.8","0.8","0.8","0.8"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Heavy Industry","Industrie lourde","Pulp and Paper","Pâtes et papiers","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.6","1.6","1.6","1.7","1.6","1.6","1.6","1.5","1.5","1.4","1.4","1.4","1.4","1.3","1.3"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Heavy Industry","Industrie lourde","Smelting and Refining (Non Ferrous Metals)","Fonte et raffinage (métaux non ferreux)","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Buildings","Bâtiments","Commercial","Commercial","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","18.7","19.2","17.9","16.9","15.9","15","14.2","13.8","13.4","13.2","13.2","13.4","13.3","13.2","13"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Buildings","Bâtiments","Residential","Résidentiel","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","16.3","16.2","15.5","14.8","13.9","13.1","12.5","11.8","11.3","10.9","10.5","10.2","9.9","9.6","9.3"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Agriculture","Agriculture","Animal Production","Élevage","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","6.1","6.1","6.1","6.1","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Agriculture","Agriculture","Crop Production","Cultures","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.9","3.9","3.9","3.9","3.8","3.7","3.5","3.4","3.3","3.2","3.2","3.2","3.2","3.2","3.2"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Agriculture","Agriculture","On Farm Fuel Use","Utilisation de combustibles à la ferme","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.5","2.5","2.4","2.2","2.1","1.9","1.7","1.7","1.6","1.6","1.6","1.6","1.6","1.6","1.6"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Waste and Others","Déchets et autres sources","Coal Production","Production de charbon","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Waste and Others","Déchets et autres sources","Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8.3","8.2","7.9","7.5","7.1","6.7","6.3","6","5.8","5.6","5.5","5.5","5.5","5.5","5.5"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Waste and Others","Déchets et autres sources","Waste","Déchets","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.6","6.7","6.3","6","5.6","5.3","5","4.6","4.3","4","4","4","4","4.1","4.1"
"Ontario","Ontario","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Total","Total","n/a","s/o","n/a","s/o","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","156.5","162.9","162.1","160.5","157.4","156","148.6","140","134.9","129.4","124","120.7","116.9","114","110.8"
"Manitoba","Manitoba","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Oil and Gas","Pétrole et gaz","Downstream Oil and Gas","Industrie aval du pétrole et du gaz","Natural Gas Distribution","Distribution du gaz naturel","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Manitoba","Manitoba","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Frontier Oil Production","Production de pétrole des régions pionnières","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Manitoba","Manitoba","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Heavy Oil Production","Production de pétrole lourd","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Manitoba","Manitoba","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Conventional Oil Production","Production de pétrole classique","Light Oil Production","Production de pétrole léger","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.5","0.4","0.5","0.5","0.5","0.3","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3"
"Manitoba","Manitoba","2022 Additional Measures Scenario","Scénario avec mesures supplémentaires 2022","Oil and Gas","Pétrole et gaz","Upstream Oil and Gas","Industrie amont du pétrole et du gaz","Liquid Natural Gas Production","Production de gaz naturel liquéfié","n/a","s/o","Megatonnes of carbon dioxide equivalent","Mégatonnes d'équivalent de dioxyde de carbone","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
